"employee_id","performance_cycle","goal_score","competency_score","overall_rating","rating_date","manager_rating","calibration_rating","promotion_recommendation"
"BLD-100456","2025 Annual","3.9","3","Exceeds Expectations","2025-12-13","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100457","2023 Annual","3.6","3.5","Exceeds Expectations","2023-12-16","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100457","2024 Annual","3.4","3.5","Exceeds Expectations","2024-12-10","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100457","2025 Annual","2.4","2.5","Meets Some Expectations","2025-12-15","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100458","2023 Annual","2.1","2.8","Meets Expectations","2023-12-26","Meets Expectations","Meets Expectations","No"
"BLD-100458","2024 Annual","4.3","3.8","Exceptional","2024-12-11","Exceptional","Exceptional","Yes"
"BLD-100458","2025 Annual","3","2.9","Meets Expectations","2025-12-26","Meets Expectations","Meets Expectations","No"
"BLD-100459","2023 Annual","2.1","1.9","Meets Some Expectations","2023-12-22","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100461","2023 Annual","3.2","2.4","Meets Expectations","2023-12-14","Meets Expectations","Meets Expectations","No"
"BLD-100462","2023 Annual","3.3","2.6","Meets Expectations","2023-12-21","Meets Expectations","Meets Expectations","No"
"BLD-100462","2024 Annual","4.1","3.1","Meets Expectations","2024-12-24","Meets Expectations","Meets Expectations","No"
"BLD-100463","2023 Annual","2.6","3.4","Meets Expectations","2023-12-21","Meets Expectations","Meets Expectations","No"
"BLD-100463","2024 Annual","3.1","1.9","Meets Expectations","2024-12-18","Meets Expectations","Meets Expectations","No"
"BLD-100463","2025 Annual","3.3","2.7","Meets Expectations","2025-12-18","Meets Expectations","Meets Expectations","No"
"BLD-100464","2023 Annual","3","2.9","Meets Expectations","2023-12-22","Meets Expectations","Meets Expectations","No"
"BLD-100464","2024 Annual","3","2.4","Meets Expectations","2024-12-15","Meets Expectations","Meets Expectations","No"
"BLD-100464","2025 Annual","4.3","3.6","Exceeds Expectations","2025-12-14","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100465","2023 Annual","3.5","2.6","Meets Expectations","2023-12-18","Exceeds Expectations","Meets Expectations","No"
"BLD-100465","2024 Annual","2.8","2.8","Meets Expectations","2024-12-22","Meets Expectations","Meets Expectations","No"
"BLD-100465","2025 Annual","3","3.4","Meets Expectations","2025-12-13","Meets Expectations","Meets Expectations","No"
"BLD-100466","2023 Annual","3.8","2.8","Meets Expectations","2023-12-20","Meets Expectations","Meets Expectations","No"
"BLD-100466","2024 Annual","2.8","3","Meets Expectations","2024-12-24","Meets Expectations","Meets Expectations","No"
"BLD-100466","2025 Annual","1.6","3.4","Meets Some Expectations","2025-12-20","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100468","2023 Annual","3.3","3.1","Exceeds Expectations","2023-12-13","Meets Expectations","Exceeds Expectations","No"
"BLD-100469","2023 Annual","2.8","2.9","Meets Expectations","2023-12-21","Meets Expectations","Meets Expectations","No"
"BLD-100470","2023 Annual","2.7","3","Exceeds Expectations","2023-12-14","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100470","2024 Annual","2.7","3","Exceeds Expectations","2024-12-23","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100472","2023 Annual","2.4","2.5","Meets Expectations","2023-12-13","Meets Expectations","Meets Expectations","No"
"BLD-100472","2024 Annual","3.4","3.3","Meets Expectations","2024-12-20","Meets Expectations","Meets Expectations","No"
"BLD-100472","2025 Annual","2.4","3.4","Meets Some Expectations","2025-12-21","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100474","2023 Annual","3.5","2.4","Meets Expectations","2023-12-12","Exceeds Expectations","Meets Expectations","No"
"BLD-100474","2024 Annual","3.2","3.3","Meets Expectations","2024-12-27","Meets Expectations","Meets Expectations","No"
"BLD-100474","2025 Annual","3","2.6","Meets Expectations","2025-12-18","Meets Some Expectations","Meets Expectations","No"
"BLD-100476","2023 Annual","3.6","2.9","Exceeds Expectations","2023-12-10","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100476","2024 Annual","2.9","2.8","Meets Some Expectations","2024-12-16","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100477","2023 Annual","3.1","2.7","Meets Expectations","2023-12-14","Meets Expectations","Meets Expectations","No"
"BLD-100477","2024 Annual","2.9","3.1","Meets Expectations","2024-12-25","Meets Expectations","Meets Expectations","No"
"BLD-100477","2025 Annual","3.2","2.4","Meets Expectations","2025-12-17","Meets Expectations","Meets Expectations","No"
"BLD-100478","2023 Annual","2.7","3","Meets Expectations","2023-12-19","Meets Expectations","Meets Expectations","No"
"BLD-100478","2024 Annual","2.8","2.2","Meets Expectations","2024-12-21","Meets Expectations","Meets Expectations","No"
"BLD-100478","2025 Annual","3.8","3.5","Meets Expectations","2025-12-23","Meets Expectations","Meets Expectations","No"
"BLD-100479","2023 Annual","2","1.9","Below Expectations","2023-12-21","Below Expectations","Below Expectations","No"
"BLD-100479","2024 Annual","2.6","3.5","Meets Expectations","2024-12-20","Meets Expectations","Meets Expectations","No"
"BLD-100480","2023 Annual","3.9","3.3","Exceeds Expectations","2023-12-26","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100480","2024 Annual","2.4","3.4","Meets Expectations","2024-12-22","Meets Some Expectations","Meets Expectations","No"
"BLD-100480","2025 Annual","3.3","2.6","Meets Expectations","2025-12-28","Meets Expectations","Meets Expectations","No"
"BLD-100481","2023 Annual","3.3","3.1","Exceeds Expectations","2023-12-19","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100481","2024 Annual","2.6","2.4","Meets Some Expectations","2024-12-11","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100481","2025 Annual","3.9","4.6","Exceptional","2025-12-14","Exceptional","Exceptional","Yes"
"BLD-100482","2023 Annual","3.5","2.7","Meets Expectations","2023-12-19","Meets Expectations","Meets Expectations","No"
"BLD-100482","2024 Annual","4.4","4.6","Exceptional","2024-12-27","Exceptional","Exceptional","Yes"
"BLD-100482","2025 Annual","2.7","3.3","Meets Expectations","2025-12-23","Meets Expectations","Meets Expectations","No"
"BLD-100483","2023 Annual","3.7","3.9","Exceptional","2023-12-25","Exceptional","Exceptional","No"
"BLD-100483","2024 Annual","2.9","2.4","Meets Expectations","2024-12-15","Meets Expectations","Meets Expectations","No"
"BLD-100483","2025 Annual","3.8","3.6","Exceptional","2025-12-28","Exceptional","Exceptional","No"
"BLD-100484","2023 Annual","3.2","3.1","Meets Expectations","2023-12-26","Meets Expectations","Meets Expectations","No"
"BLD-100484","2024 Annual","2.9","3.6","Exceeds Expectations","2024-12-23","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100484","2025 Annual","2.4","3","Meets Expectations","2025-12-25","Meets Some Expectations","Meets Expectations","No"
"BLD-100485","2023 Annual","4.4","3.7","Exceptional","2023-12-23","Exceptional","Exceptional","No"
"BLD-100485","2024 Annual","2.9","2.7","Meets Expectations","2024-12-21","Meets Expectations","Meets Expectations","No"
"BLD-100485","2025 Annual","1.4","1.5","Below Expectations","2025-12-13","Exceptional","Below Expectations","No"
"BLD-100486","2023 Annual","2.5","2.4","Meets Expectations","2023-12-15","Meets Expectations","Meets Expectations","No"
"BLD-100487","2023 Annual","2.3","2.2","Meets Some Expectations","2023-12-10","Meets Expectations","Meets Some Expectations","No"
"BLD-100487","2024 Annual","3.4","2.8","Meets Expectations","2024-12-20","Exceeds Expectations","Meets Expectations","No"
"BLD-100488","2023 Annual","3","2.9","Meets Expectations","2023-12-12","Meets Expectations","Meets Expectations","No"
"BLD-100488","2024 Annual","3.3","3.5","Meets Expectations","2024-12-11","Meets Expectations","Meets Expectations","No"
"BLD-100488","2025 Annual","2.4","3.3","Meets Expectations","2025-12-28","Meets Expectations","Meets Expectations","No"
"BLD-100489","2023 Annual","4","3.5","Exceptional","2023-12-28","Exceptional","Exceptional","No"
"BLD-100489","2024 Annual","3.5","3.4","Meets Expectations","2024-12-25","Meets Expectations","Meets Expectations","No"
"BLD-100489","2025 Annual","3.7","3.5","Exceeds Expectations","2025-12-21","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100490","2023 Annual","2","2.1","Below Expectations","2023-12-20","Below Expectations","Below Expectations","No"
"BLD-100490","2024 Annual","1.6","2.5","Below Expectations","2024-12-17","Below Expectations","Below Expectations","No"
"BLD-100490","2025 Annual","3.1","2.2","Meets Expectations","2025-12-13","Meets Expectations","Meets Expectations","No"
"BLD-100491","2023 Annual","2.3","2.6","Meets Some Expectations","2023-12-22","Meets Expectations","Meets Some Expectations","No"
"BLD-100492","2023 Annual","3","3.2","Meets Expectations","2023-12-23","Meets Expectations","Meets Expectations","No"
"BLD-100492","2024 Annual","2.6","2.7","Meets Expectations","2024-12-13","Meets Expectations","Meets Expectations","No"
"BLD-100492","2025 Annual","2.8","3.1","Meets Some Expectations","2025-12-27","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100493","2023 Annual","3.8","3.1","Meets Expectations","2023-12-18","Meets Expectations","Meets Expectations","No"
"BLD-100494","2023 Annual","3","3.2","Meets Expectations","2023-12-11","Meets Expectations","Meets Expectations","No"
"BLD-100494","2024 Annual","2.1","2.2","Meets Some Expectations","2024-12-12","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100494","2025 Annual","3.4","2.9","Meets Expectations","2025-12-16","Meets Expectations","Meets Expectations","No"
"BLD-100495","2023 Annual","2.8","2.9","Meets Expectations","2023-12-13","Meets Expectations","Meets Expectations","No"
"BLD-100495","2024 Annual","2.9","3","Meets Expectations","2024-12-17","Meets Expectations","Meets Expectations","No"
"BLD-100496","2023 Annual","3.3","2.9","Meets Expectations","2023-12-12","Meets Expectations","Meets Expectations","No"
"BLD-100496","2024 Annual","3.1","2.4","Meets Expectations","2024-12-10","Meets Expectations","Meets Expectations","No"
"BLD-100496","2025 Annual","3.6","3.2","Meets Expectations","2025-12-19","Meets Expectations","Meets Expectations","No"
"BLD-100498","2023 Annual","2.5","2.2","Meets Some Expectations","2023-12-21","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100498","2024 Annual","2.8","2.9","Meets Expectations","2024-12-26","Meets Expectations","Meets Expectations","No"
"BLD-100498","2025 Annual","2.8","3.2","Meets Expectations","2025-12-14","Meets Expectations","Meets Expectations","No"
"BLD-100499","2023 Annual","2.3","3","Meets Expectations","2023-12-10","Meets Expectations","Meets Expectations","No"
"BLD-100499","2024 Annual","4","3.3","Exceptional","2024-12-27","Meets Expectations","Exceptional","No"
"BLD-100499","2025 Annual","2.6","2.7","Meets Expectations","2025-12-20","Meets Expectations","Meets Expectations","No"
"BLD-100500","2023 Annual","4","3.2","Exceptional","2023-12-21","Exceptional","Exceptional","No"
"BLD-100500","2024 Annual","2.2","2.6","Meets Expectations","2024-12-20","Meets Expectations","Meets Expectations","No"
"BLD-100500","2025 Annual","3.8","3.4","Exceeds Expectations","2025-12-22","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100501","2023 Annual","3.8","3.6","Meets Expectations","2023-12-14","Meets Expectations","Meets Expectations","No"
"BLD-100501","2024 Annual","3.2","3.4","Exceeds Expectations","2024-12-21","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100501","2025 Annual","3.1","3.2","Meets Expectations","2025-12-15","Meets Expectations","Meets Expectations","No"
"BLD-100502","2023 Annual","3","2.6","Meets Expectations","2023-12-20","Meets Expectations","Meets Expectations","No"
"BLD-100502","2024 Annual","3.7","4","Exceeds Expectations","2024-12-10","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100504","2023 Annual","3.3","3.3","Exceeds Expectations","2023-12-14","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100504","2024 Annual","2.3","2.9","Meets Expectations","2024-12-27","Meets Expectations","Meets Expectations","No"
"BLD-100504","2025 Annual","2.8","2.5","Meets Expectations","2025-12-16","Meets Expectations","Meets Expectations","No"
"BLD-100505","2023 Annual","2.8","3.2","Meets Expectations","2023-12-23","Meets Expectations","Meets Expectations","No"
"BLD-100505","2024 Annual","2.5","2.6","Below Expectations","2024-12-17","Below Expectations","Below Expectations","No"
"BLD-100505","2025 Annual","4","3.6","Exceeds Expectations","2025-12-11","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100506","2023 Annual","3.4","3.5","Exceeds Expectations","2023-12-16","Exceptional","Exceeds Expectations","No"
"BLD-100506","2024 Annual","2.7","2.9","Meets Expectations","2024-12-17","Meets Expectations","Meets Expectations","No"
"BLD-100506","2025 Annual","2.2","2.5","Meets Some Expectations","2025-12-17","Meets Expectations","Meets Some Expectations","No"
"BLD-100507","2023 Annual","3.9","3.5","Exceeds Expectations","2023-12-24","Below Expectations","Exceeds Expectations","No"
"BLD-100507","2024 Annual","2.6","3","Meets Expectations","2024-12-13","Meets Expectations","Meets Expectations","No"
"BLD-100507","2025 Annual","3.8","2.9","Exceeds Expectations","2025-12-14","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100508","2023 Annual","3.1","3.2","Meets Expectations","2023-12-17","Meets Expectations","Meets Expectations","No"
"BLD-100508","2024 Annual","3.6","3.8","Exceptional","2024-12-18","Meets Expectations","Exceptional","No"
"BLD-100508","2025 Annual","3.3","3.4","Meets Expectations","2025-12-11","Meets Expectations","Meets Expectations","No"
"BLD-100509","2023 Annual","2.3","3","Meets Expectations","2023-12-10","Meets Expectations","Meets Expectations","No"
"BLD-100509","2024 Annual","3.8","2.4","Meets Expectations","2024-12-24","Meets Expectations","Meets Expectations","No"
"BLD-100509","2025 Annual","3.6","3.6","Exceeds Expectations","2025-12-14","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100510","2023 Annual","4.2","3.6","Exceeds Expectations","2023-12-28","Meets Some Expectations","Exceeds Expectations","No"
"BLD-100510","2024 Annual","2.7","3","Meets Expectations","2024-12-17","Meets Expectations","Meets Expectations","No"
"BLD-100510","2025 Annual","3.7","4.2","Exceptional","2025-12-10","Exceptional","Exceptional","No"
"BLD-100511","2023 Annual","2.9","3.5","Meets Expectations","2023-12-18","Meets Expectations","Meets Expectations","No"
"BLD-100511","2024 Annual","3.1","3.6","Exceeds Expectations","2024-12-17","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100512","2023 Annual","4","2.6","Exceeds Expectations","2023-12-25","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100512","2024 Annual","2.7","2.7","Meets Expectations","2024-12-10","Meets Expectations","Meets Expectations","No"
"BLD-100512","2025 Annual","3.2","3.6","Exceeds Expectations","2025-12-20","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100513","2023 Annual","3.1","3.7","Meets Expectations","2023-12-22","Meets Expectations","Meets Expectations","No"
"BLD-100513","2024 Annual","2.9","2.7","Meets Some Expectations","2024-12-12","Exceeds Expectations","Meets Some Expectations","No"
"BLD-100513","2025 Annual","2.5","1.8","Meets Some Expectations","2025-12-22","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100514","2023 Annual","4.6","4","Exceptional","2023-12-11","Exceptional","Exceptional","Yes"
"BLD-100514","2024 Annual","3.4","2.7","Meets Expectations","2024-12-17","Meets Expectations","Meets Expectations","No"
"BLD-100514","2025 Annual","3","2.8","Meets Expectations","2025-12-16","Meets Some Expectations","Meets Expectations","No"
"BLD-100515","2023 Annual","3.8","2.9","Meets Expectations","2023-12-26","Meets Expectations","Meets Expectations","No"
